Frequency (Hz),dBs
114000000.0,-113.92108154296875,-119.88986206054688,-118.06702423095703,-111.22534942626953,-128.31182861328125
114001955.0342131,-116.51998138427734,-111.84117889404297,-119.26676940917969,-111.28933715820312,-119.73064422607422
114003910.06842619,-115.71501922607422,-110.84972381591797,-122.89280700683594,-110.67992401123047,-113.64373779296875
114005865.1026393,-118.82945251464844,-112.26861572265625,-126.83126831054688,-113.58370208740234,-111.20616912841797
114007820.1368524,-122.09961700439453,-115.9285888671875,-126.14347076416016,-148.4772186279297,-110.55738067626953
114009775.1710655,-119.33226013183594,-114.44629669189453,-121.19506072998047,-116.10774993896484,-111.49796295166016
114011730.20527859,-120.90408325195312,-116.24369812011719,-120.44060516357422,-116.14132690429688,-115.89576721191406
114013685.23949169,-115.7663345336914,-132.13059997558594,-118.36832427978516,-125.43416595458984,-135.95651245117188
114015640.2737048,-114.3945541381836,-119.03785705566406,-117.2815933227539,-123.04959106445312,-115.96408081054688
114017595.3079179,-118.5612564086914,-121.77938842773438,-122.19145202636719,-114.69087219238281,-112.57176208496094
114019550.34213099,-118.46394348144531,-114.65907287597656,-112.37979888916016,-111.46965789794922,-109.35902404785156
114021505.37634408,-117.69042205810547,-112.9774398803711,-112.82556915283203,-110.21601867675781,-109.2232666015625
114023460.41055718,-117.91108703613281,-114.99971771240234,-121.98115539550781,-111.33765411376953,-114.41800689697266
114025415.44477028,-116.12804412841797,-120.32083129882812,-122.50971221923828,-116.86661529541016,-123.50038146972656
114027370.47898339,-119.4895248413086,-120.74677276611328,-120.95323944091797,-119.0283432006836,-120.5949478149414
114029325.51319648,-122.31192016601562,-116.40648651123047,-128.37033081054688,-117.06167602539062,-124.2883071899414
114031280.54740958,-117.32785034179688,-119.45830535888672,-117.21068572998047,-117.73993682861328,-113.36673736572266
114033235.58162268,-113.90852355957031,-125.96455383300781,-113.23894500732422,-117.84004211425781,-112.552978515625
114035190.61583577,-116.35956573486328,-125.99302673339844,-111.71924591064453,-113.5819320678711,-116.30509185791016
114037145.65004888,-112.64315795898438,-143.15496826171875,-113.04219055175781,-110.16278839111328,-118.90081024169922
114039100.68426198,-113.6003189086914,-129.67318725585938,-117.20698547363281,-110.66405487060547,-113.45578002929688
114041055.71847507,-121.68297576904297,-117.20773315429688,-130.09323120117188,-116.15583801269531,-113.06914520263672
114043010.75268817,-121.54972076416016,-113.6772232055664,-122.6142578125,-116.95175170898438,-117.00157165527344
114044965.78690127,-117.65654754638672,-113.27298736572266,-114.9995346069336,-111.9824447631836,-120.17747497558594
114046920.82111438,-119.74299621582031,-114.64517974853516,-113.0213623046875,-110.70178985595703,-114.66638946533203
114048875.85532747,-117.38346099853516,-114.64468383789062,-114.18694305419922,-114.9687728881836,-113.99589538574219
114050830.88954057,-119.18500518798828,-114.15677642822266,-118.2596206665039,-123.2217025756836,-116.11859893798828
114052785.92375366,-115.83879852294922,-117.71286010742188,-122.72433471679688,-111.44135284423828,-115.9154052734375
114054740.95796676,-114.9206771850586,-119.22228240966797,-113.13803100585938,-110.62701416015625,-116.53582763671875
114056695.99217986,-112.50360107421875,-112.17266845703125,-112.54434967041016,-112.62223052978516,-120.16816711425781
114058651.02639297,-109.54357147216797,-113.20718383789062,-114.37064361572266,-113.76446533203125,-114.51667022705078
114060606.06060606,-111.09859466552734,-117.66773223876953,-115.52525329589844,-113.15380096435547,-109.11534881591797
114062561.09481916,-115.13811492919922,-117.85098266601562,-116.26740264892578,-115.59969329833984,-111.85063934326172
114064516.12903225,-116.14391326904297,-112.02068328857422,-115.46009826660156,-127.77091979980469,-114.48807525634766
114066471.16324535,-112.06575012207031,-110.73507690429688,-116.02034759521484,-114.99296569824219,-112.18655395507812
114068426.19745846,-113.47965240478516,-111.4360122680664,-117.5274658203125,-114.23726654052734,-112.4024887084961
114070381.23167156,-120.38363647460938,-112.91536712646484,-112.3117904663086,-116.12977600097656,-109.58850860595703
114072336.26588465,-116.22614288330078,-117.79899597167969,-107.13336944580078,-119.50308990478516,-110.93611907958984
114074291.30009775,-110.2316665649414,-122.73296356201172,-105.8605728149414,-122.09634399414062,-117.17959594726562
114076246.33431084,-110.08193969726562,-120.20814514160156,-110.12395477294922,-117.74159240722656,-136.07601928710938
114078201.36852396,-112.56743621826172,-113.77046966552734,-120.71813201904297,-112.35436248779297,-119.99825286865234
114080156.40273705,-112.87937927246094,-112.24796295166016,-130.43614196777344,-108.3740234375,-116.78338623046875
114082111.43695015,-114.04019165039062,-113.26820373535156,-123.0480728149414,-107.68354797363281,-116.68128967285156
114084066.47116324,-125.17784118652344,-120.00230407714844,-117.45238494873047,-111.83346557617188,-119.18219757080078
114086021.50537634,-118.5946273803711,-118.83260345458984,-114.00935363769531,-119.89083862304688,-119.35443115234375
